mapping_id,registry,source_snapshot,source_section,source_group,source_field,source_label,source_type,source_required,target_domain,target_entity,target_attribute,mapping_action,review_status
MAP-01938,EP,index (7).html,Procedure Details,,ppmDev_type,PPM Device Implant Type,coded select,Unknown,Procedure,procedure,ppmdev_type,Refactor,Procedure review
MAP-01939,EP,index (7).html,Procedure Details,,ppmLbbbQRS,PPM LBBB: QRS width post (msec),number,Unknown,Procedure,procedure,ppmlbbbqrs,Refactor,Procedure review
MAP-01940,EP,index (7).html,Procedure Details,,ppmLbbbQRSna,PPM LBBB: QRS Not Assessed,text/binary,Unknown,Procedure,procedure,ppmlbbbqrsna,Refactor,Procedure review
MAP-01941,EP,index (7).html,Procedure Details,,ppmIndication,PPM: Indication,coded select,Unknown,Procedure,procedure,ppmindication,Refactor,Procedure review
MAP-01942,EP,index (7).html,Procedure Details,,ppmNewLead,PPM: New lead,text/binary,Unknown,Procedure,device_lead_or_interrogation,ppmnewlead,Refactor,Procedure review
MAP-01943,EP,index (7).html,Procedure Details,,ppmExistingLead,PPM: Existing lead,text/binary,Unknown,Procedure,device_lead_or_interrogation,ppmexistinglead,Refactor,Procedure review
MAP-01944,EP,index (7).html,Procedure Details,,ppmLeadStatus,PPM: Lead status,coded select,Unknown,Procedure,device_lead_or_interrogation,ppmleadstatus,Refactor,Procedure review
MAP-01945,EP,index (7).html,Procedure Details,,ppmAdditionalLead,PPM: Additional lead to existing,text/binary,Unknown,Procedure,device_lead_or_interrogation,ppmadditionallead,Refactor,Procedure review
MAP-01946,EP,index (7).html,Procedure Details,,eps_reason,EPS/Ablation Reason,coded select,Unknown,Procedure,procedure,eps_reason,Refactor,Procedure review
MAP-01947,EP,index (7).html,Procedure Details,,epsSedation,EPS: Sedation,coded select,Unknown,Procedure,procedure,epssedation,Refactor,Procedure review
MAP-01948,EP,index (7).html,Procedure Details,,epsTransseptal,EPS: Transseptal,coded select,Unknown,Procedure,procedure,epstransseptal,Refactor,Procedure review
MAP-01949,EP,index (7).html,Procedure Details,,epsICE,EPS: ICE Used,text/binary,Unknown,Procedure,procedure,epsice,Refactor,Procedure review
MAP-01950,EP,index (7).html,Procedure Details,,epsFluoroTime,EPS: Fluoro Time (min),number,Unknown,Procedure,procedure,epsfluorotime,Refactor,Procedure review
MAP-01951,EP,index (7).html,Procedure Details,,epsAnticoag,EPS: Intraprocedural anticoagulation,text/binary,Unknown,Procedure,procedure,epsanticoag,Refactor,Procedure review
MAP-01952,EP,index (7).html,Procedure Details,,epsUninterrupted,EPS: Uninterrupted anticoagulation,text/binary,Unknown,Procedure,procedure,epsuninterrupted,Refactor,Procedure review
MAP-01953,EP,index (7).html,Procedure Details,,epsCathManip,EPS: Catheter manipulation,coded select,Unknown,Procedure,procedure,epscathmanip,Refactor,Procedure review
MAP-01954,EP,index (7).html,Procedure Details,,epsInducedArr,EPS: Induced arrhythmia during study,text/binary,Unknown,Procedure,procedure,epsinducedarr,Refactor,Procedure review
MAP-01955,EP,index (7).html,Procedure Details,,epsMapSystem,EPS: Mapping system,coded select,Unknown,Procedure,procedure,epsmapsystem,Refactor,Procedure review
MAP-01956,EP,index (7).html,Procedure Details,,laao_nonvalvular,LAAO Ind: Non-valvular AFib,text/binary,Unknown,Procedure,structural_laao_detail,laao_nonvalvular,Refactor,Procedure review
MAP-01957,EP,index (7).html,Procedure Details,,laao_highBleed,LAAO Ind: High Bleed Risk,text/binary,Unknown,Safety event,complication,laao_highbleed,Refactor,Endpoint review
MAP-01958,EP,index (7).html,Procedure Details,,laao_contraOAC,LAAO Ind: Contra OAC,text/binary,Unknown,Procedure,structural_laao_detail,laao_contraoac,Refactor,Procedure review
MAP-01959,EP,index (7).html,Procedure Details,,laao_priorBleed,LAAO Ind: Prior Major Bleed,text/binary,Unknown,Safety event,complication,laao_priorbleed,Refactor,Endpoint review
MAP-01960,EP,index (7).html,Procedure Details,,laao_patientPref,LAAO Ind: Patient preference,text/binary,Unknown,Procedure,structural_laao_detail,laao_patientpref,Refactor,Procedure review
MAP-01961,EP,index (7).html,Procedure Details,,laaoDeviceType,LAAO Device,coded select,Unknown,Procedure,structural_laao_detail,laaodevicetype,Refactor,Procedure review
MAP-01962,EP,index (7).html,Procedure Details,,laaoDeploy,LAAO: Deployment attempts,number,Unknown,Procedure,structural_laao_detail,laaodeploy,Refactor,Procedure review
MAP-01963,EP,index (7).html,Procedure Details,,laaoTransseptal,LAAO: Transseptal puncture,coded select,Unknown,Procedure,structural_laao_detail,laaotransseptal,Refactor,Procedure review
MAP-01964,EP,index (7).html,Procedure Details,,laaoImaging,LAAO: Imaging guidance,coded select,Unknown,Procedure,structural_laao_detail,laaoimaging,Refactor,Procedure review
MAP-01965,EP,index (7).html,Procedure Details,,laaoPASS,LAAO PASS Criteria Met,text/binary,Unknown,Procedure,structural_laao_detail,laaopass,Refactor,Procedure review
MAP-01966,EP,index (7).html,Procedure Details,,laaoLeak,LAAO: Final peri-device leak,coded select,Unknown,Procedure,structural_laao_detail,laaoleak,Refactor,Procedure review
MAP-01967,EP,index (7).html,Procedure Details,,laaoAnticoag,LAAO: Intraprocedural anticoagulation,coded select,Unknown,Procedure,structural_laao_detail,laaoanticoag,Refactor,Procedure review
MAP-01968,EP,index (7).html,Procedure Details,,laaoOutcome,LAAO Outcome,coded select,Unknown,Procedure,structural_laao_detail,laaooutcome,Refactor,Procedure review
MAP-01969,EP,index (7).html,Procedure Details,,ciedxInd_pocketInfection,CIED Extraction Indication: Pocket infection,text/binary,Unknown,Safety event,complication,ciedxind_pocketinfection,Refactor,Endpoint review
MAP-01970,EP,index (7).html,Procedure Details,,ciedxInd_leadEndocarditis,CIED Extraction Indication: Lead endocarditis,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_leadendocarditis,Refactor,Procedure review
MAP-01971,EP,index (7).html,Procedure Details,,ciedxInd_ieNoPocket,CIED Extraction Indication: Infective endocarditis without pocket infection,text/binary,Unknown,Safety event,complication,ciedxind_ienopocket,Refactor,Endpoint review
MAP-01972,EP,index (7).html,Procedure Details,,ciedxInd_leadMalfunction,CIED Extraction Indication: Lead malfunction,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_leadmalfunction,Refactor,Procedure review
MAP-01973,EP,index (7).html,Procedure Details,,ciedxInd_leadFracture,CIED Extraction Indication: Lead fracture,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_leadfracture,Refactor,Procedure review
MAP-01974,EP,index (7).html,Procedure Details,,ciedxInd_insulationFailure,CIED Extraction Indication: Lead insulation failure,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_insulationfailure,Refactor,Procedure review
MAP-01975,EP,index (7).html,Procedure Details,,ciedxInd_venousOcclusion,CIED Extraction Indication: Venous occlusion,text/binary,Unknown,Procedure,procedure,ciedxind_venousocclusion,Refactor,Procedure review
MAP-01976,EP,index (7).html,Procedure Details,,ciedxInd_chronicPain,CIED Extraction Indication: Chronic pain,text/binary,Unknown,Procedure,procedure,ciedxind_chronicpain,Refactor,Procedure review
MAP-01977,EP,index (7).html,Procedure Details,,ciedxInd_upgradeRemoval,CIED Extraction Indication: Device upgrade requiring lead removal,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_upgraderemoval,Refactor,Procedure review
MAP-01978,EP,index (7).html,Procedure Details,,ciedxInd_recalledLead,CIED Extraction Indication: Recalled lead,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_recalledlead,Refactor,Procedure review
MAP-01979,EP,index (7).html,Procedure Details,,ciedxInd_abandonedLead,CIED Extraction Indication: Abandoned lead,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_abandonedlead,Refactor,Procedure review
MAP-01980,EP,index (7).html,Procedure Details,,ciedxInd_leadPerforation,CIED Extraction Indication: Lead perforation,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_leadperforation,Refactor,Procedure review
MAP-01981,EP,index (7).html,Procedure Details,,ciedxInd_tricuspidRegurg,CIED Extraction Indication: Severe TR related to lead,text/binary,Unknown,Diagnostic study,imaging_measurement,ciedxind_tricuspidregurg,Refactor,Imaging review
MAP-01982,EP,index (7).html,Procedure Details,,ciedxInd_mriCompatibility,CIED Extraction Indication: MRI compatibility,text/binary,Unknown,Procedure,procedure,ciedxind_mricompatibility,Refactor,Procedure review
MAP-01983,EP,index (7).html,Procedure Details,,ciedxInd_endBattery,CIED Extraction Indication: End of battery life,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxind_endbattery,Refactor,Procedure review
MAP-01984,EP,index (7).html,Procedure Details,,ciedxInd_other,CIED Extraction Indication: Other,text/binary,Unknown,Procedure,procedure,ciedxind_other,Refactor,Procedure review
MAP-01985,EP,index (7).html,Procedure Details,,ciedxInd_otherText,CIED Extraction: Other indication details,text/binary,Unknown,Procedure,procedure,ciedxind_othertext,Refactor,Procedure review
MAP-01986,EP,index (7).html,Procedure Details,,ciedxDevice,CIED Extraction: Device being extracted,coded select,Unknown,Procedure,procedure,ciedxdevice,Refactor,Procedure review
MAP-01987,EP,index (7).html,Procedure Details,,ciedxLead_ra,CIED Extraction Lead: Right atrial,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_ra,Refactor,Procedure review
MAP-01988,EP,index (7).html,Procedure Details,,ciedxLead_rvPacing,CIED Extraction Lead: RV pacing,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_rvpacing,Refactor,Procedure review
MAP-01989,EP,index (7).html,Procedure Details,,ciedxLead_rvIcd,CIED Extraction Lead: RV ICD,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_rvicd,Refactor,Procedure review
MAP-01990,EP,index (7).html,Procedure Details,,ciedxLead_csLv,CIED Extraction Lead: Coronary sinus/LV,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_cslv,Refactor,Procedure review
MAP-01991,EP,index (7).html,Procedure Details,,ciedxLead_his,CIED Extraction Lead: His bundle,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_his,Refactor,Procedure review
MAP-01992,EP,index (7).html,Procedure Details,,ciedxLead_lbba,CIED Extraction Lead: Left bundle branch area pacing,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_lbba,Refactor,Procedure review
MAP-01993,EP,index (7).html,Procedure Details,,ciedxLead_sicd,CIED Extraction Lead: S-ICD,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_sicd,Refactor,Procedure review
MAP-01994,EP,index (7).html,Procedure Details,,ciedxLead_other,CIED Extraction Lead: Other,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxlead_other,Refactor,Procedure review
MAP-01995,EP,index (7).html,Procedure Details,,ciedxTech_simpleTraction,CIED Extraction Technique: Simple traction,text/binary,Unknown,Procedure,procedure,ciedxtech_simpletraction,Refactor,Procedure review
MAP-01996,EP,index (7).html,Procedure Details,,ciedxTech_lockingStylet,CIED Extraction Technique: Locking stylet,text/binary,Unknown,Procedure,procedure,ciedxtech_lockingstylet,Refactor,Procedure review
MAP-01997,EP,index (7).html,Procedure Details,,ciedxTech_rotationalSheath,CIED Extraction Technique: Mechanical rotational sheath,text/binary,Unknown,Procedure,procedure,ciedxtech_rotationalsheath,Refactor,Procedure review
MAP-01998,EP,index (7).html,Procedure Details,,ciedxTech_telescopingSheath,CIED Extraction Technique: Mechanical telescoping sheath,text/binary,Unknown,Procedure,procedure,ciedxtech_telescopingsheath,Refactor,Procedure review
MAP-01999,EP,index (7).html,Procedure Details,,ciedxTech_laserSheath,CIED Extraction Technique: Excimer laser sheath,text/binary,Unknown,Procedure,procedure,ciedxtech_lasersheath,Refactor,Procedure review
MAP-02000,EP,index (7).html,Procedure Details,,ciedxTech_femoralSnare,CIED Extraction Technique: Femoral snare,text/binary,Unknown,Procedure,procedure,ciedxtech_femoralsnare,Refactor,Procedure review
MAP-02001,EP,index (7).html,Procedure Details,,ciedxTech_hybridSurgical,CIED Extraction Technique: Hybrid surgical extraction,text/binary,Unknown,Procedure,procedure,ciedxtech_hybridsurgical,Refactor,Procedure review
MAP-02002,EP,index (7).html,Procedure Details,,ciedxTech_openSurgical,CIED Extraction Technique: Open surgical extraction,text/binary,Unknown,Procedure,procedure,ciedxtech_opensurgical,Refactor,Procedure review
MAP-02003,EP,index (7).html,Procedure Details,,ciedxFragmentRetained,CIED Extraction: Lead fragment retained,text/binary,Unknown,Procedure,device_lead_or_interrogation,ciedxfragmentretained,Refactor,Procedure review
MAP-02004,EP,index (7).html,Procedure Details,,ciedxNoReimplant,CIED Extraction: No reimplantation required,text/binary,Unknown,Procedure,procedure,ciedxnoreimplant,Refactor,Procedure review
MAP-02005,EP,index (7).html,Procedure Details,,ciedxDelayedReimplant,CIED Extraction: Delayed reimplantation planned,text/binary,Unknown,Procedure,procedure,ciedxdelayedreimplant,Refactor,Procedure review
MAP-02006,EP,index (7).html,Procedure Details,,ciedxImmediateReimplant,CIED Extraction: Immediate reimplantation,text/binary,Unknown,Procedure,procedure,ciedximmediatereimplant,Refactor,Procedure review
MAP-02007,EP,index (7).html,Procedure Details,,ciedxReimplantCRT,CIED Extraction Reimplant: AICD/CRT,text/binary,Unknown,Procedure,procedure,ciedxreimplantcrt,Refactor,Procedure review
MAP-02008,EP,index (7).html,Procedure Details,,ciedxReimplantPPM,CIED Extraction Reimplant: Permanent pacemaker,text/binary,Unknown,Procedure,procedure,ciedxreimplantppm,Refactor,Procedure review
MAP-02009,EP,index (7).html,Complications,,comp_ca,Hospital CA,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02010,EP,index (7).html,Complications,,comp_pci,Hospital PCI,text/binary,Unknown,Procedure,procedure,comp_pci,Refactor,Procedure review
MAP-02011,EP,index (7).html,Complications,,comp_cabg,Hospital CABG,text/binary,Unknown,Procedure,procedure,comp_cabg,Refactor,Procedure review
MAP-02012,EP,index (7).html,Complications,,comp_tavr,Hospital TAVR,text/binary,Unknown,Procedure,procedure,comp_tavr,Refactor,Procedure review
MAP-02013,EP,index (7).html,Complications,,cx_cardArrest,CX: Cardiac Arrest,text/binary,Unknown,Safety event,complication,cx_cardarrest,Refactor,Endpoint review
MAP-02014,EP,index (7).html,Complications,,cx_pulEdema,CX: Pulmonary Edema,text/binary,Unknown,Observation,observation,cx_puledema,Refactor,Unit/code review
MAP-02015,EP,index (7).html,Complications,,cx_renal,CX: Renal impairment/failure (pre-disch),text/binary,Unknown,Safety event,complication,cx_renal,Refactor,Endpoint review
MAP-02016,EP,index (7).html,Complications,,cx_dialysis,CX: Dialysis required,text/binary,Unknown,Safety event,complication,cx_dialysis,Refactor,Endpoint review
MAP-02017,EP,index (7).html,Complications,,cx_stroke,CX: Stroke,text/binary,Unknown,Outcome,clinical_event,cx_stroke,Refactor,Endpoint review
MAP-02018,EP,index (7).html,Complications,,strokeType,CX: Stroke Type,coded select,Unknown,Outcome,clinical_event,stroketype,Refactor,Endpoint review
MAP-02019,EP,index (7).html,Complications,,cx_accessVasc,CX: Access site vascular/bleeding,text/binary,Unknown,Safety event,complication,cx_accessvasc,Refactor,Endpoint review
MAP-02020,EP,index (7).html,Complications,,cx_hematoma,CX: Hematoma,text/binary,Unknown,Safety event,complication,cx_hematoma,Refactor,Endpoint review
MAP-02021,EP,index (7).html,Complications,,cx_occlusion,CX: Vascular occlusion,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02022,EP,index (7).html,Complications,,cx_avfistula,CX: AV fistula,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02023,EP,index (7).html,Complications,,cx_pseudoAneurysm,CX: Pseudo-aneurysm,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02024,EP,index (7).html,Complications,,cx_intervReq,CX: Intervention required,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02025,EP,index (7).html,Complications,,cx_intervEndo,CX: Intervention - Endovascular repair,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02026,EP,index (7).html,Complications,,cx_intervSurg,CX: Intervention - Surgical repair,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02027,EP,index (7).html,Complications,,cx_intervThrombin,CX: Intervention - Thrombin injection,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-02028,EP,index (7).html,Complications,,cx_periphEmbol,CX: Peripheral embolization,text/binary,Unknown,Safety event,complication,cx_periphembol,Refactor,Endpoint review
